,t1,t2,avg
daf-12,1.550000e+02,5.100000e+02,332.5
daf-14,390.00000,510.00000,450.0
daf-15,510.0000,650.0000,580.0
daf-16,330.00000,450.00000,390.0
daf-18,390.000000,650.000000,520.0
daf-19,390.00000,575.00000,482.5
daf-21,155.000,450.000,302.5
daf-25,155.0000,390.0000,272.5
daf-28,3.300000e+02,3.900000e+02,360.0
daf-31,155.00000,575.00000,365.0
dao-2,390.00000,510.00000,450.0
dao-3,155.00000,650.00000,402.5
dao-4,2.125000e+02,4.500000e+02,331.25
dao-5,212.5000,390.0000,301.25
dao-6,212.50000,510.00000,361.25
dap-3,155.0000,390.0000,272.5
dat-1,5.100000e+02,6.500000e+02,580.0
daz-1,5.750000e+02,6.500000e+02,612.5
dbl-1,155.000000,650.000000,402.5
dbr-1,390.00000,650.00000,520.0
dcp-66,155.0000,650.0000,402.5
dcr-1,330.0000,510.0000,420.0
dcs-1,155.00000,212.50000,183.75
ddp-1,155.00000,390.00000,272.5
deb-1,212.652336,389.998764,301.32555
deg-1,1.550000e+02,6.500000e+02,402.5
deg-3,1.550000e+02,4.500000e+02,302.5
del-1,1.550000e+02,5.100000e+02,332.5
del-2,510.000000,575.000000,542.5
des-2,212.5000000,450.0000000,331.25
dgk-1,212.5000000,450.0000000,331.25
dgk-2,155.0000,510.0000,332.5
dgk-3,330.0000000,650.0000000,490.0
dgn-1,155.00000,575.00000,365.0
dhc-1,330.0000,510.0000,420.0
dhp-1,510.000000,650.000000,580.0
dhp-2,450.0000,650.0000,550.0
dhs-1,270.00000,650.00000,460.0
dhs-2,575.000000,650.000000,612.5
dhs-3,575.000000,650.000000,612.5
dhs-4,270.00000,450.00000,360.0
dhs-5,270.000000,390.000000,330.0
dhs-6,155.0000,450.0000,302.5
dhs-7,1.550000e+02,6.500000e+02,402.5
dhs-8,155.00000,575.00000,365.0
dhs-9,155.00000,212.50000,183.75
dhs-11,4.500000e+02,5.750000e+02,512.5
dhs-12,270.00000,510.00000,390.0
dhs-13,212.50000,575.00000,393.75
dhs-14,5.100000e+02,5.750000e+02,542.5
dhs-15,4.500000e+02,5.100000e+02,480.0
dhs-16,5.750000e+02,6.500000e+02,612.5
dhs-17,155.000000,390.000000,272.5
dhs-18,155.000000,575.000000,365.0
dhs-19,330.0000,510.0000,420.0
dhs-20,5.750000e+02,6.500000e+02,612.5
dhs-21,330.000000,650.000000,490.0
dhs-22,155.0000,330.0000,242.5
dhs-23,4.500000e+02,6.500000e+02,550.0
dhs-24,390.00000,450.00000,420.0
dhs-25,450.0000,510.0000,480.0
dhs-27,510.000000,575.000000,542.5
dhs-28,1.550000e+02,6.500000e+02,402.5
dhs-29,450.0000,575.0000,512.5
dhs-30,270.00000,650.00000,460.0
dic-1,270.00000,510.00000,390.0
die-1,212.5000,390.0000,301.25
dif-1,450.0000,575.0000,512.5
dig-1,212.582934,509.958532,361.270733
dim-1,2.125000e+02,4.500000e+02,331.25
dis-3,390.0000,650.0000,520.0
div-1,330.0000,650.0000,490.0
dlc-1,155.0000,450.0000,302.5
dlg-1,155.0000,510.0000,332.5
dli-1,155.0000,575.0000,365.0
dlk-1,575.00000,650.00000,612.5
dna-2,212.50000,650.00000,431.25
dnc-1,212.5000,330.0000,271.25
dnc-2,155.0000,330.0000,242.5
dnj-1,155.0000,390.0000,272.5
dnj-2,155.0000,390.0000,272.5
dnj-3,155.00000,575.00000,365.0
dnj-4,510.00000,575.00000,542.5
dnj-5,155.0000,270.0000,212.5
dnj-7,450.00000,650.00000,550.0
dnj-8,155.0000,450.0000,302.5
dnj-9,155.0000,450.0000,302.5
dnj-10,575.0000,650.0000,612.5
dnj-11,330.0000,450.0000,390.0
dnj-12,510.0000,650.0000,580.0
dnj-13,450.0000,650.0000,550.0
dnj-14,212.50000,650.00000,431.25
dnj-15,155.00000,510.00000,332.5
dnj-16,270.0000,330.0000,300.0
dnj-17,155.00000,575.00000,365.0
dnj-18,510.0000,575.0000,542.5
dnj-19,450.0000,650.0000,550.0
dnj-20,155.0000,450.0000,302.5
dnj-21,155.0000,650.0000,402.5
dnj-22,155.00000,650.00000,402.5
dnj-23,155.0000,330.0000,242.5
dnj-24,155.00000,510.00000,332.5
dnj-25,212.50000,390.00000,301.25
dnj-26,2.125000e+02,3.900000e+02,301.25
dnj-27,270.00000,650.00000,460.0
dnj-28,155.000000,450.000000,302.5
dnj-29,390.0000,575.0000,482.5
dnj-30,450.0000,575.0000,512.5
dog-1,390.00000,510.00000,450.0
dom-3,212.50000,650.00000,431.25
cks-1,330.00000,650.00000,490.0
dop-1,1.550000e+02,5.100000e+02,332.5
dop-2,1.550000e+02,5.100000e+02,332.5
dpf-1,1.551370e+02,6.498630e+02,402.5
dpf-2,390.00000,575.00000,482.5
dpf-3,155.00000,510.00000,332.5
dpf-4,390.00000,510.00000,450.0
dpf-5,575.00000,650.00000,612.5
dpf-6,1.550000e+02,5.100000e+02,332.5
dpf-7,270.00000,650.00000,460.0
dpl-1,330.00000,650.00000,490.0
dpy-1,450.0000000,510.0000000,480.0
dpy-2,510.000000,650.000000,580.0
dpy-3,510.000000,575.000000,542.5
dpy-4,5.750000e+02,6.500000e+02,612.5
dpy-5,5.100000e+02,6.500000e+02,580.0
dpy-6,3.900000e+02,4.500000e+02,420.0
dpy-7,390.000000,650.000000,520.0
dpy-9,3.300000e+02,3.900000e+02,360.0
dpy-10,510.00000,575.00000,542.5
dpy-11,450.0000,650.0000,550.0
dpy-13,212.500000,575.000000,393.75
dpy-14,509.05154,650.00000,579.52577
dpy-17,155.00000,575.00000,365.0
dpy-18,390.0000,650.0000,520.0
dpy-19,330.00000,510.00000,420.0
dpy-20,3.900000e+02,4.500000e+02,420.0
dpy-21,450.0000,510.0000,480.0
dpy-22,155.0000,212.5000,183.75
dpy-23,155.0000,212.5000,183.75
dpy-26,212.5000,510.0000,361.25
dpy-27,450.0000,575.0000,512.5
dpy-28,155.00000,390.00000,272.5
dpy-30,155.0000,212.5000,183.75
dre-1,450.0000,575.0000,512.5
drh-1,155.000000,330.000000,242.5
dro-1,3.900000e+02,6.500000e+02,520.0
drp-1,330.00000,450.00000,390.0
dars-1,390.0000,650.0000,520.0
dars-2,450.00000,510.00000,480.0
dsc-1,510.000000,575.000000,542.5
dsc-4,575.000000,650.000000,612.5
dsh-1,390.0000,575.0000,482.5
dsh-2,155.0000,450.0000,302.5
dsl-1,155.00000,650.00000,402.5
dsl-2,155.00000,212.50000,183.75
dsl-3,575.00000,650.00000,612.5
dsl-4,2.125000e+02,4.500000e+02,331.25
dsl-5,2.125000e+02,2.700000e+02,241.25
dsl-6,4.500000e+02,6.500000e+02,550.0
dsl-7,330.00000,450.00000,390.0
duo-1,270.000000,510.000000,390.0
duo-3,155.00000,390.00000,272.5
dur-1,575.0000,650.0000,612.5
dyb-1,212.5000,390.0000,301.25
dyc-1,212.501846,574.998154,393.75
dyf-1,575.00000,650.00000,612.5
dyf-2,510.000000,650.000000,580.0
dyf-3,155.00000,575.00000,365.0
dyf-5,155.000000,450.000000,302.5
dyf-6,155.000000,510.000000,332.5
dyf-7,450.00000,510.00000,480.0
dyf-11,155.000000,510.000000,332.5
dyf-13,155.000000,510.000000,332.5
dyn-1,330.00000,450.00000,390.0
dys-1,212.5000,390.0000,301.25
alp-1,155.0000000,510.0000000,332.5
eat-2,1.550000e+02,5.750000e+02,365.0
eat-3,155.0000,450.0000,302.5
eat-4,510.000000,575.000000,542.5
eat-5,155.000000,510.000000,332.5
eat-6,155.0000,450.0000,302.5
eat-16,390.0000,650.0000,520.0
eat-20,212.50000,270.00000,241.25
bcat-1,155.00000,450.00000,302.5
ech-1.1,155.000000,650.000000,402.5
ech-2,155.00000,450.00000,302.5
ech-3,155.0000,390.0000,272.5
ech-4,155.00000,390.00000,272.5
ech-5,575.00000,650.00000,612.5
ech-6,155.0000,450.0000,302.5
ech-7,4.500000e+02,5.100000e+02,480.0
ech-8,212.500000,575.000000,393.75
ech-9,5.750000e+02,6.500000e+02,612.5
eff-1,3.300000e+02,4.500000e+02,390.0
efk-1,450.0000,650.0000,550.0
efl-1,330.00000,575.00000,452.5
efl-2,330.00000,510.00000,420.0
efn-2,212.50000,510.00000,361.25
efn-4,212.50000,450.00000,331.25
eftu-2,155.0000,390.0000,272.5
eef-2,155.00,390.00,272.5
eef-1A.1,155.00,650.00,402.5
eef-1A.2,330.000,450.000,390.0
egl-1,390.00000,650.00000,520.0
egl-2,155.000000,650.000000,402.5
egl-3,575.000000,650.000000,612.5
egl-4,212.5000,510.0000,361.25
egl-5,510.00000,575.00000,542.5
egl-6,390.000000,510.000000,450.0
egl-8,330.00000,390.00000,360.0
egl-9,450.00000,650.00000,550.0
egl-10,575.00000,650.00000,612.5
egl-13,1.550000e+02,4.500000e+02,302.5
egl-15,155.000000,450.000000,302.5
egl-17,450.0000000,510.0000000,480.0
egl-18,575.00000,650.00000,612.5
egl-19,155.000000,390.000000,272.5
egl-20,212.50000,390.00000,301.25
egl-21,1.550000e+02,5.100000e+02,332.5
egl-23,3.900000e+02,4.500000e+02,420.0
egl-26,390.00000,450.00000,420.0
egl-27,450.0000,650.0000,550.0
egl-30,155.000,575.000,365.0
egl-36,1.550000e+02,5.750000e+02,365.0
egl-38,3.900000e+02,5.100000e+02,450.0
egl-43,155.000000,450.000000,302.5
egl-44,155.00000,510.00000,332.5
egl-45,510.0000,650.0000,580.0
egl-46,510.00000,650.00000,580.0
egl-47,1.550000e+02,6.500000e+02,402.5
ego-1,155.000000,650.000000,402.5
ego-2,155.00000,575.00000,365.0
ehn-3,575.000000,650.000000,612.5
ehs-1,390.0000,450.0000,420.0
eif-3.B,155.0000,575.0000,365.0
eif-3.C,330.0000,575.0000,452.5
eif-3.D,155.0000,575.0000,365.0
eif-3.E,155.00000,575.00000,365.0
eif-3.F,212.5000,650.0000,431.25
eif-3.G,510.0000,575.0000,542.5
eif-3.H,510.0000,650.0000,580.0
eif-3.I,212.50000,575.00000,393.75
eif-3.K,155.0000,650.0000,402.5
eif-6,155.00000,650.00000,402.5
elb-1,155.0000,212.5000,183.75
elc-1,510.00000,650.00000,580.0
elc-2,3.900000e+02,5.100000e+02,450.0
elo-1,155.00000,575.00000,365.0
elo-2,390.00000,510.00000,450.0
elo-3,510.00000,575.00000,542.5
elo-4,575.000000,650.000000,612.5
elo-5,5.750000e+02,6.500000e+02,612.5
elo-6,575.00000,650.00000,612.5
elo-8,2.125000e+02,3.300000e+02,271.25
elo-9,155.00000,650.00000,402.5
elp-1,212.500000,450.000000,331.25
elt-1,155.000000,450.000000,302.5
elt-2,270.000000,650.000000,460.0
elt-3,510.00000,575.00000,542.5
elt-4,155.000000,575.000000,365.0
elt-6,510.00000,575.00000,542.5
emb-4,390.00000,650.00000,520.0
emb-5,155.0000,650.0000,402.5
emb-8,155.00000,575.00000,365.0
emb-9,212.5000,390.0000,301.25
emb-27,390.00000,650.00000,520.0
emb-30,390.0000,650.0000,520.0
emo-1,155.000,330.000,242.5
emr-1,155.00000,650.00000,402.5
end-1,2.125000e+02,6.500000e+02,431.25
end-3,3.300000e+02,5.100000e+02,420.0
ent-1,155.0000,450.0000,302.5
eor-1,155.0000,330.0000,242.5
eor-2,212.5000,650.0000,431.25
epi-1,450.0000,650.0000,550.0
epn-1,155.0000,510.0000,332.5
eps-8,450.00000,650.00000,550.0
erd-2,450.0000,650.0000,550.0
eri-1,212.50000,390.00000,301.25
erm-1,390.00000,650.00000,520.0
ero-1,212.5000,650.0000,431.25
F35A5.8,450.00000,650.00000,550.0
qars-1,155.0000,390.0000,272.5
ears-1,450.0000,510.0000,480.0
ears-2,155.0000,510.0000,332.5
etr-1,155.0000,650.0000,402.5
fos-1,330.000000,450.000000,390.0
evl-14,212.5000,390.0000,301.25
evl-20,450.00000,650.00000,550.0
exc-4,390.00000,575.00000,482.5
exc-5,212.784896,449.999726,331.392311
exc-7,450.000000,510.000000,480.0
exl-1,450.0000,510.0000,480.0
exo-3,330.00000,575.00000,452.5
exp-1,155.000000,650.000000,402.5
exp-2,510.0000000,575.0000000,542.5
eya-1,212.5000,450.0000,331.25
far-1,155.16320,509.83680,332.5
far-2,212.500000,450.000000,331.25
far-3,155.000000,575.000000,365.0
far-5,155.000000,510.000000,332.5
far-6,1.550000e+02,4.500000e+02,302.5
far-7,4.500000e+02,5.100000e+02,480.0
far-8,2.125000e+02,5.750000e+02,393.75
fat-1,330.0000,450.0000,390.0
fat-2,155.000000,575.000000,365.0
fat-3,270.00000,450.00000,360.0
fat-4,155.0000,575.0000,365.0
fat-5,4.500000e+02,5.100000e+02,480.0
fat-6,575.000000,650.000000,612.5
fat-7,3.900000e+02,5.100000e+02,450.0
fax-1,212.50000,450.00000,331.25
fbf-1,270.000000,650.000000,460.0
fbf-2,1.550000e+02,2.700000e+02,212.5
fbl-1,575.0000,650.0000,612.5
fbp-1,155.00000,450.00000,302.5
fce-1,155.0000,575.0000,365.0
fce-2,510.00000,575.00000,542.5
feh-1,575.00000,650.00000,612.5
fem-1,510.0000,575.0000,542.5
fem-2,155.00000,450.00000,302.5
fem-3,510.000000,575.000000,542.5
fer-1,2.125000e+02,2.700000e+02,241.25
fib-1,450.000,510.000,480.0
fis-2,212.50000,650.00000,431.25
fkb-1,155.0000,510.0000,332.5
fkb-2,155.000,330.000,242.5
fkb-3,155.000000,510.000000,332.5
fkb-4,330.000,450.000,390.0
fkb-5,155.000,390.000,272.5
fkb-6,450.0000,575.0000,512.5
fkb-7,212.50000,510.00000,361.25
fkb-8,510.00000,575.00000,542.5
fkh-2,212.500,330.000,271.25
fkh-3,212.500000,650.000000,431.25
fkh-4,155.000000,575.000000,365.0
fkh-5,155.000000,650.000000,402.5
fkh-6,5.100000e+02,5.750000e+02,542.5
fkh-7,155.00000,650.00000,402.5
fkh-8,330.00000,575.00000,452.5
fkh-9,450.000000,650.000000,550.0
fkh-10,5.750000e+02,6.500000e+02,612.5
fli-1,330.0000,575.0000,452.5
flp-1,1.550000e+02,4.500000e+02,302.5
flp-2,510.0000000,575.0000000,542.5
flp-3,1.550000e+02,6.500000e+02,402.5
flp-4,3.300000e+02,4.500000e+02,390.0
flp-5,450.000000,650.000000,550.0
flp-6,1.550000e+02,5.100000e+02,332.5
flp-7,5.100000e+02,5.750000e+02,542.5
flp-8,575.00000,650.00000,612.5
flp-9,1.550000e+02,5.100000e+02,332.5
flp-10,390.00000,450.00000,420.0
flp-11,575.000000,650.000000,612.5
flp-12,450.000000,510.000000,480.0
flp-13,155.000000,450.000000,302.5
flp-14,510.000000,650.000000,580.0
flp-15,212.500000,330.000000,271.25
flp-16,4.500000e+02,6.500000e+02,550.0
flp-17,1.550000e+02,2.125000e+02,183.75
flp-18,155.000000,510.000000,332.5
flp-19,155.000000,450.000000,302.5
flp-20,3.900000e+02,5.100000e+02,450.0
flp-21,575.000000,650.000000,612.5
flr-1,1.550000e+02,5.750000e+02,365.0
flr-2,1.550000e+02,6.500000e+02,402.5
flr-4,450.0000000,510.0000000,480.0
baz-2,212.50000,650.00000,431.25
fmi-1,575.00000,650.00000,612.5
fmo-1,155.00000,510.00000,332.5
fmo-2,5.750000e+02,6.500000e+02,612.5
fmo-3,155.0000000,650.0000000,402.5
fmo-4,270.000000,650.000000,460.0
fmo-5,155.00000,390.00000,272.5
fog-1,155.000000,510.000000,332.5
fog-2,270.000000,575.000000,422.5
fox-1,155.00000,450.00000,302.5
fre-1,450.00000,650.00000,550.0
frh-1,212.50000,330.00000,271.25
frk-1,5.100000e+02,6.500000e+02,580.0
frm-1,330.0000,650.0000,490.0
frm-2,155.00000,330.00000,242.5
frm-3,155.000000,390.000000,272.5
frm-4,510.00000,650.00000,580.0
frm-5.1,155.000000,575.000000,365.0
frm-7,155.00000,575.00000,365.0
frm-8,155.000000,650.000000,402.5
frm-9,450.000000,575.000000,512.5
frm-10,212.5000,510.0000,361.25
fars-1,155.0000,510.0000,332.5
fars-3,510.0000,575.0000,542.5
fsn-1,212.5000,650.0000,431.25
ftn-1,510.00000,575.00000,542.5
ftn-2,1.550000e+02,5.100000e+02,332.5
ftt-2,155.0000,450.0000,302.5
fum-1,155.00000,450.00000,302.5
fut-1,1.550000e+02,5.100000e+02,332.5
fut-2,270.000000,650.000000,460.0
fut-4,4.500000e+02,5.100000e+02,480.0
fut-8,212.4994054,575.0000000,393.7497027
fzo-1,390.0000,575.0000,482.5
fzr-1,155.00000,650.00000,402.5
fzy-1,155.0000,330.0000,242.5
gab-1,1.550000e+02,2.125000e+02,183.75
gad-1,155.0000,270.0000,212.5
xnd-1,5.750000e+02,6.500000e+02,612.5
gap-1,5.750000e+02,6.500000e+02,612.5
gap-2,450.00000,510.00000,480.0
gar-1,5.100000e+02,5.750000e+02,542.5
gar-2,5.750000e+02,6.500000e+02,612.5
gar-3,212.5000000,390.0000000,301.25
gas-1,212.5000,450.0000,331.25
gbh-1,212.50000,390.00000,301.25
gbh-2,575.00000,650.00000,612.5
gck-1,330.00000,510.00000,420.0
gcs-1,330.00000,510.00000,420.0
gcy-5,4.500000e+02,5.100000e+02,480.0
gcy-8,155.000000,575.000000,365.0
gcy-9,5.750000e+02,6.500000e+02,612.5
gcy-11,1.550000e+02,6.500000e+02,402.5
gcy-12,4.500000e+02,5.100000e+02,480.0
gcy-13,3.900000e+02,4.500000e+02,420.0
gcy-15,4.500000e+02,5.750000e+02,512.5
gcy-17,5.100000e+02,5.750000e+02,542.5
gcy-18,1.550000e+02,5.750000e+02,365.0
gcy-19,5.100000e+02,5.750000e+02,542.5
gcy-20,3.300000e+02,5.750000e+02,452.5
gcy-21,330.00000,450.00000,390.0
gcy-22,212.5000000,650.0000000,431.25
gcy-23,1.550000e+02,6.500000e+02,402.5
gcy-25,4.500000e+02,5.750000e+02,512.5
gcy-27,4.500000e+02,5.100000e+02,480.0
gcy-31,5.750000e+02,6.500000e+02,612.5
gcy-32,5.750000e+02,6.500000e+02,612.5
gcy-33,5.100000e+02,5.750000e+02,542.5
gcy-34,450.000000,510.000000,480.0
gcy-35,212.50000,650.00000,431.25
gcy-36,270.000000,510.000000,390.0
gcy-37,155.000000,650.000000,402.5
gdi-1,450.0000,575.0000,512.5
gei-1,510.000000,650.000000,580.0
gei-3,212.5000000,575.0000000,393.75
gei-4,212.5000,650.0000,431.25
lin-66,155.0000,650.0000,402.5
gei-6,390.0000,575.0000,482.5
icl-1,212.500,390.000,301.25
gei-8,155.0000,510.0000,332.5
acdh-13,212.5000,575.0000,393.75
snpc-4,155.00000,330.00000,242.5
meg-3,155.00000,212.50000,183.75
gei-13,212.608894,509.891106,361.25
gei-14,212.500000,575.000000,393.75
gei-15,155.00000,390.00000,272.5
gei-17,155.0000,650.0000,402.5
gei-18,155.0000000,575.0000000,365.0
gem-4,330.00000,575.00000,452.5
ges-1,155.000000,450.000000,302.5
gex-2,450.0000,650.0000,550.0
gex-3,575.00000,650.00000,612.5
gfi-1,390.00000,450.00000,420.0
gfi-2,212.50000,390.00000,301.25
gfi-3,155.00000,330.00000,242.5
nrde-4,155.00000,270.00000,212.5
gfl-1,155.0000,390.0000,272.5
ggr-1,212.5000000,575.0000000,393.75
ggr-2,510.000000,575.000000,542.5
ggr-3,330.00000,575.00000,452.5
gip-1,212.50000,330.00000,271.25
C45G3.3,330.00000,650.00000,490.0
glc-1,1.550000e+02,2.125000e+02,183.75
glc-2,5.750000e+02,6.500000e+02,612.5
glc-3,5.750000e+02,6.500000e+02,612.5
glc-4,212.5000000,450.0000000,331.25
gld-1,5.100000e+02,6.500000e+02,580.0
gld-2,450.0000,650.0000,550.0
gld-3,575.000000,650.000000,612.5
glh-1,330.00000,510.00000,420.0
glh-2,450.000000,575.000000,512.5
glh-3,510.00000,575.00000,542.5
glh-4,575.000000,650.000000,612.5
gln-1,212.50000,510.00000,361.25
gln-2,1.550000e+02,2.125000e+02,183.75
gln-3,155.00000,450.00000,302.5
gln-5,510.000000,575.000000,542.5
gln-6,155.00000,510.00000,332.5
R07B1.8,1.550000e+02,5.750000e+02,365.0
glp-1,155.00000,575.00000,365.0
glr-1,5.100000e+02,5.750000e+02,542.5
glr-2,155.000000,575.000000,365.0
glr-3,3.900000e+02,4.500000e+02,420.0
glr-4,155.000000,650.000000,402.5
glr-5,330.000000,510.000000,420.0
glr-6,155.000000,575.000000,365.0
glr-7,155.0000000,450.0000000,302.5
glr-8,155.000000,450.000000,302.5
glt-1,510.0000000,575.0000000,542.5
glt-3,212.5000000,450.0000000,331.25
glt-4,1.550000e+02,6.500000e+02,402.5
glt-5,5.100000e+02,5.750000e+02,542.5
glt-6,1.550000e+02,5.750000e+02,365.0
glt-7,4.500000e+02,5.100000e+02,480.0
gly-1,5.100000e+02,5.750000e+02,542.5
gly-2,212.50000,450.00000,331.25
gly-3,212.50000,510.00000,361.25
gly-4,212.5000,450.0000,331.25
gly-5,575.000000,650.000000,612.5
gly-6,575.000000,650.000000,612.5
gly-7,212.50000,330.00000,271.25
gly-8,5.750000e+02,6.500000e+02,612.5
gly-10,212.50000,270.00000,241.25
gly-11,155.00000,450.00000,302.5
gly-12,155.00000,330.00000,242.5
gly-13,155.00000,510.00000,332.5
gly-14,5.750000e+02,6.500000e+02,612.5
gly-15,155.0000000,450.0000000,302.5
gly-18,450.000000,650.000000,550.0
gly-19,155.000000,650.000000,402.5
gly-20,270.00000,510.00000,390.0
gna-1,212.50000,650.00000,431.25
gna-2,155.00000,650.00000,402.5
goa-1,390.0000,650.0000,520.0
gob-1,212.50000,575.00000,393.75
gon-1,212.5000000,575.0000000,393.75
gon-2,330.00000,390.00000,360.0
gon-4,155.00000,330.00000,242.5
gop-1,510.00000,575.00000,542.5
gop-2,330.0000,650.0000,490.0
gop-3,212.5000,650.0000,431.25
gpa-1,155.000000,575.000000,365.0
gpa-2,155.000000,450.000000,302.5
gpa-3,3.300000e+02,3.900000e+02,360.0
gpa-4,2.700000e+02,5.750000e+02,422.5
gpa-7,155.00000,575.00000,365.0
gpa-8,575.000000,650.000000,612.5
gpa-9,510.00000,575.00000,542.5
gpa-11,1.550000e+02,6.500000e+02,402.5
gpa-12,1.550000e+02,5.100000e+02,332.5
gpa-13,5.100000e+02,5.750000e+02,542.5
gpa-14,212.5000000,650.0000000,431.25
gpa-15,575.00000,650.00000,612.5
gpa-16,5.100000e+02,5.750000e+02,542.5
gpb-1,390.0000,650.0000,520.0
gpb-2,155.00000,510.00000,332.5
gpc-1,1.550000e+02,5.100000e+02,332.5
gpc-2,155.0000,390.0000,272.5
gpd-1,330.00000,390.00000,360.0
gpd-2,450.0000,510.0000,480.0
gpd-3,155.0000,450.0000,302.5
gpd-4,155.00000,390.00000,272.5
gpn-1,155.000000,650.000000,402.5
gpr-1,155.00000,270.00000,212.5
gpr-2,330.00000,575.00000,452.5
grd-1,1.550000e+02,6.500000e+02,402.5
grd-2,5.750000e+02,6.500000e+02,612.5
grd-3,450.0000000,510.0000000,480.0
grd-4,3.300000e+02,3.900000e+02,360.0
grd-5,1.550000e+02,5.100000e+02,332.5
grd-6,212.5000000,575.0000000,393.75
grd-7,3.300000e+02,5.100000e+02,420.0
grd-8,3.900000e+02,4.500000e+02,420.0
grd-10,575.000000,650.000000,612.5
grd-11,155.000000,650.000000,402.5
grd-12,575.000000,650.000000,612.5
grd-13,5.100000e+02,5.750000e+02,542.5
grd-14,1.550000e+02,5.100000e+02,332.5
grd-15,390.0000000,450.0000000,420.0
grh-1,330.0000000,650.0000000,490.0
grk-1,155.0000,575.0000,365.0
grk-2,1.550000e+02,5.100000e+02,332.5
grl-1,1.550000e+02,5.750000e+02,365.0
grl-2,575.000000,650.000000,612.5
grl-4,155.000000,450.000000,302.5
grl-5,155.000000,575.000000,365.0
grl-6,155.000000,510.000000,332.5
grl-7,510.000000,575.000000,542.5
grl-8,155.000000,510.000000,332.5
grl-10,390.000000,575.000000,482.5
grl-11,155.00000,575.00000,365.0
grl-12,390.000000,650.000000,520.0
grl-13,2.125000e+02,6.500000e+02,431.25
grl-14,1.550000e+02,4.500000e+02,302.5
grl-15,575.000000,650.000000,612.5
grl-16,575.00000,650.00000,612.5
grl-18,155.000000,450.000000,302.5
grl-19,2.700000e+02,3.300000e+02,300.0
grl-20,2.125000e+02,4.500000e+02,331.25
grl-21,450.000000,510.000000,480.0
grl-22,212.5000000,510.0000000,361.25
grl-24,4.500000e+02,5.100000e+02,480.0
grl-25,1.550000e+02,5.750000e+02,365.0
grl-26,450.000000,510.000000,480.0
grl-27,330.0000000,650.0000000,490.0
grl-28,5.100000e+02,6.500000e+02,580.0
grl-29,3.300000e+02,4.500000e+02,390.0
grl-30,212.5000000,650.0000000,431.25
gro-1,390.00000,650.00000,520.0
grp-1,155.0000,330.0000,242.5
gars-1,212.5000,330.0000,271.25
gsa-1,390.0000,650.0000,520.0
gsk-3,212.5000,510.0000,361.25
gsp-1,212.5000,510.0000,361.25
gsp-2,212.5000,650.0000,431.25
gst-1,390.0000,650.0000,520.0
gst-2,212.500000,270.000000,241.25
gst-3,450.00000,510.00000,480.0
gst-4,575.00000,650.00000,612.5
gst-5,575.00000,650.00000,612.5
gst-6,1.550000e+02,5.750000e+02,365.0
gst-7,155.0000,390.0000,272.5
gst-8,390.0000000,450.0000000,420.0
gst-9,1.550000e+02,6.500000e+02,402.5
gst-10,330.000000,650.000000,490.0
gst-11,3.900000e+02,5.100000e+02,450.0
gst-12,212.500000,450.000000,331.25
gst-13,155.00000,650.00000,402.5
gst-15,212.5000000,575.0000000,393.75
gst-16,155.00000,450.00000,302.5
gst-19,575.000000,650.000000,612.5
gst-20,155.0000,575.0000,365.0
gst-21,155.000000,650.000000,402.5
gst-22,212.500000,390.000000,301.25
gst-23,1.550000e+02,5.750000e+02,365.0
gst-24,5.100000e+02,5.750000e+02,542.5
gst-25,3.900000e+02,5.100000e+02,450.0
gst-26,1.550000e+02,5.100000e+02,332.5
gst-27,510.000000,650.000000,580.0
gst-28,3.900000e+02,6.500000e+02,520.0
gst-29,3.900000e+02,4.500000e+02,420.0
gst-30,450.0000000,510.0000000,480.0
gst-31,3.900000e+02,4.500000e+02,420.0
gst-33,575.0000000,650.0000000,612.5
gst-35,1.550000e+02,5.750000e+02,365.0
gst-36,575.000000,650.000000,612.5
gst-38,1.550000e+02,5.750000e+02,365.0
gst-39,212.5000000,575.0000000,393.75
gst-40,450.0000000,575.0000000,512.5
gst-42,155.000000,575.000000,365.0
gst-43,510.00000,650.00000,580.0
gst-44,212.5000000,330.0000000,271.25
gsy-1,212.500000,650.000000,431.25
gta-1,390.000,510.000,450.0
gtl-1,510.000000,575.000000,542.5
