"Gene > Gene Name","Gene > WormBase Gene ID","Gene > GO Annotation > Ontology Term > Identifier","Gene > GO Annotation > Ontology Term > Name","Gene > GO Annotation > Ontology Term > Description"
"mab-9","WBGene00003106","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"mab-9","WBGene00003106","GO:0001708","cell fate specification","The process involved in the specification of cell identity. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment."
"mab-9","WBGene00003106","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mab-9","WBGene00003106","GO:0003700","DNA-binding transcription factor activity","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"mab-9","WBGene00003106","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"mab-9","WBGene00003106","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"mab-9","WBGene00003106","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mab-9","WBGene00003106","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"mab-9","WBGene00003106","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."
"mab-9","WBGene00003106","GO:0040011","locomotion","Self-propelled movement of a cell or organism from one location to another."
"mab-9","WBGene00003106","GO:0045138","nematode male tail tip morphogenesis","The process in which the anatomical structure of the adult male tail tip is generated and organized. In some species of rhabitid nematodes, the male tail tip undergoes a morphological change such that the most posterior hypodermal cells in the tail (hyp8-11 in C. elegans) fuse and retract anteriorly, changing the shape of the tail from a pointed, tapered cone, or spike, to a rounded, blunt dome."
"mab-9","WBGene00003106","GO:0048620","post-embryonic hindgut morphogenesis","The process in which the anatomical structures of the hindgut are generated and organized, during the post-embryonic phase."
"madf-10","WBGene00013717","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"madf-10","WBGene00013717","GO:0005667","transcription regulator complex","A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"madf-10","WBGene00013717","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"madf-2","WBGene00009461","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"madf-2","WBGene00009461","GO:0005667","transcription regulator complex","A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"madf-2","WBGene00009461","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"madf-3","WBGene00019218","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"madf-3","WBGene00019218","GO:0005667","transcription regulator complex","A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"madf-3","WBGene00019218","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"madf-4","WBGene00011575","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"madf-4","WBGene00011575","GO:0005667","transcription regulator complex","A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"madf-4","WBGene00011575","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"madf-5","WBGene00007242","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"madf-5","WBGene00007242","GO:0005667","transcription regulator complex","A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"madf-5","WBGene00007242","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"madf-9","WBGene00022608","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"madf-9","WBGene00022608","GO:0005667","transcription regulator complex","A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"madf-9","WBGene00022608","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"maf-1","WBGene00077521","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"maf-1","WBGene00077521","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"maf-1","WBGene00077521","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"maf-1","WBGene00077521","GO:0003700","DNA-binding transcription factor activity","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"maf-1","WBGene00077521","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"maf-1","WBGene00077521","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"maf-1","WBGene00077521","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mbf-1","WBGene00003148","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mbf-1","WBGene00003148","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"mbr-1","WBGene00011315","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mbr-1","WBGene00011315","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"mbr-1","WBGene00011315","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mbr-1","WBGene00011315","GO:0007399","nervous system development","The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."
"mcd-1","WBGene00013096","GO:0002119","nematode larval development","The process whose specific outcome is the progression of the nematode larva over time, from its formation to the mature structure. Nematode larval development begins with the newly hatched first-stage larva (L1) and ends with the end of the last larval stage (for example the fourth larval stage (L4) in C. elegans). Each stage of nematode larval development is characterized by proliferation of specific cell lineages and an increase in body size without alteration of the basic body plan. Nematode larval stages are separated by molts in which each stage-specific exoskeleton, or cuticle, is shed and replaced anew."
"mcd-1","WBGene00013096","GO:0006915","apoptotic process","A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."
"mcd-1","WBGene00013096","GO:0012501","programmed cell death","A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."
"mcd-1","WBGene00013096","GO:0040010","positive regulation of growth rate","Any process that increases the rate of growth of all or part of an organism."
"mcd-1","WBGene00013096","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"mdl-1","WBGene00003163","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"mdl-1","WBGene00003163","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"mdl-1","WBGene00003163","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mdl-1","WBGene00003163","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"mdl-1","WBGene00003163","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"mdl-1","WBGene00003163","GO:0005667","transcription regulator complex","A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."
"mdl-1","WBGene00003163","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mdl-1","WBGene00003163","GO:0008340","determination of adult lifespan","The control of viability and duration in the adult phase of the life-cycle."
"mdl-1","WBGene00003163","GO:0043565","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"mdl-1","WBGene00003163","GO:0045595","regulation of cell differentiation","Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."
"mdl-1","WBGene00003163","GO:0046982","protein heterodimerization activity","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"mdl-1","WBGene00003163","GO:0046983","protein dimerization activity","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"mdt-29","WBGene00007025","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."
"mdt-29","WBGene00007025","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"mdt-29","WBGene00007025","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"mdt-29","WBGene00007025","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"mdt-29","WBGene00007025","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mdt-29","WBGene00007025","GO:0016592","mediator complex","A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."
"mdt-29","WBGene00007025","GO:0042659","regulation of cell fate specification","Any process that mediates the adoption of a specific fate by a cell."
"mdt-29","WBGene00007025","GO:0045747","positive regulation of Notch signaling pathway","Any process that activates or increases the frequency, rate or extent of the Notch signaling pathway."
"mdt-29","WBGene00007025","GO:0046331","lateral inhibition","Signaling between cells of equivalent developmental potential that results in these cells adopting different developmental fates. An example is the suppression by cells with a particular fate of the adoption of the same fate by surrounding cells."
"mec-3","WBGene00003167","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."
"mec-3","WBGene00003167","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"mec-3","WBGene00003167","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mec-3","WBGene00003167","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"mec-3","WBGene00003167","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"mec-3","WBGene00003167","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mec-3","WBGene00003167","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"mec-3","WBGene00003167","GO:0007638","mechanosensory behavior","Behavior that is dependent upon the sensation of a mechanical stimulus."
"mec-3","WBGene00003167","GO:0008134","transcription factor binding","Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription."
"mec-3","WBGene00003167","GO:0009612","response to mechanical stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."
"mec-3","WBGene00003167","GO:0030182","neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron."
"mec-3","WBGene00003167","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"mec-3","WBGene00003167","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"mec-3","WBGene00003167","GO:0090575","RNA polymerase II transcription regulator complex","A transcription factor complex that acts at a regulatory region of a gene transcribed by RNA polymerase II."
"mec-3","WBGene00003167","GO:1903026","negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","Any process that stops, prevents or reduces the frequency, rate or extent of RNA polymerase II regulatory region sequence-specific DNA binding."
"med-1","WBGene00003180","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"med-1","WBGene00003180","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"med-1","WBGene00003180","GO:0001714","endodermal cell fate specification","The cell fate determination process that results in a cell becoming capable of differentiating autonomously into an endoderm cell in an environment that is neutral with respect to the developmental pathway; upon specification, the cell fate can be reversed."
"med-1","WBGene00003180","GO:0003700","DNA-binding transcription factor activity","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"med-1","WBGene00003180","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"med-1","WBGene00003180","GO:0006355","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"med-1","WBGene00003180","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"med-1","WBGene00003180","GO:0008270","zinc ion binding","Interacting selectively and non-covalently with zinc (Zn) ions."
"med-1","WBGene00003180","GO:0043565","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"med-1","WBGene00003180","GO:0045165","cell fate commitment","The commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."
"med-1","WBGene00003180","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"med-1","WBGene00003180","GO:0060465","pharynx development","The biological process whose specific outcome is the progression of a pharynx from an initial condition to its mature state. The pharynx is the part of the digestive system immediately posterior to the mouth."
"mef-2","WBGene00003182","GO:0000122","negative regulation of transcription by RNA polymerase II","Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mef-2","WBGene00003182","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"mef-2","WBGene00003182","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"mef-2","WBGene00003182","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mef-2","WBGene00003182","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"mef-2","WBGene00003182","GO:0006357","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mef-2","WBGene00003182","GO:0014056","regulation of acetylcholine secretion, neurotransmission","Any process that modulates the frequency, rate or extent of the regulated release of acetylcholine."
"mef-2","WBGene00003182","GO:0030154","cell differentiation","The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"mef-2","WBGene00003182","GO:0042826","histone deacetylase binding","Interacting selectively and non-covalently with the enzyme histone deacetylase."
"mef-2","WBGene00003182","GO:0043565","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"mef-2","WBGene00003182","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"mef-2","WBGene00003182","GO:0046983","protein dimerization activity","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"mex-5","WBGene00003230","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mex-5","WBGene00003230","GO:0003723","RNA binding","Interacting selectively and non-covalently with an RNA molecule or a portion thereof."
"mex-5","WBGene00003230","GO:0003730","mRNA 3'-UTR binding","Interacting selectively and non-covalently with the 3' untranslated region of an mRNA molecule."
"mex-5","WBGene00003230","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"mex-5","WBGene00003230","GO:0005813","centrosome","A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."
"mex-5","WBGene00003230","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"mex-5","WBGene00003230","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"mex-5","WBGene00003230","GO:0008187","poly-pyrimidine tract binding","Interacting selectively and non-covalently with any stretch of pyrimidines (cytosine or uracil) in an RNA molecule."
"mex-5","WBGene00003230","GO:0019901","protein kinase binding","Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."
"mex-5","WBGene00003230","GO:0019904","protein domain specific binding","Interacting selectively and non-covalently with a specific domain of a protein."
"mex-5","WBGene00003230","GO:0032880","regulation of protein localization","Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."
"mex-5","WBGene00003230","GO:0043186","P granule","A small cytoplasmic, non-membranous RNA/protein complex aggregate in the primordial germ cells of many higher eukaryotes."
"mex-5","WBGene00003230","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"mex-6","WBGene00003231","GO:0003677","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"mex-6","WBGene00003231","GO:0003730","mRNA 3'-UTR binding","Interacting selectively and non-covalently with the 3' untranslated region of an mRNA molecule."
"mex-6","WBGene00003231","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"mex-6","WBGene00003231","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"mex-6","WBGene00003231","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"mex-6","WBGene00003231","GO:0019901","protein kinase binding","Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."
"mex-6","WBGene00003231","GO:0019904","protein domain specific binding","Interacting selectively and non-covalently with a specific domain of a protein."
"mex-6","WBGene00003231","GO:0032880","regulation of protein localization","Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."
"mex-6","WBGene00003231","GO:0043186","P granule","A small cytoplasmic, non-membranous RNA/protein complex aggregate in the primordial germ cells of many higher eukaryotes."
"mex-6","WBGene00003231","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"mgl-2","WBGene00003233","GO:0001640","adenylate cyclase inhibiting G protein-coupled glutamate receptor activity","Combining with glutamate and transmitting the signal across the membrane by activating the alpha-subunit of an associated heterotrimeric G-protein complex to inhibit downstream adenylate cyclase activity."
"mgl-2","WBGene00003233","GO:0004930","G protein-coupled receptor activity","Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."
"mgl-2","WBGene00003233","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"mgl-2","WBGene00003233","GO:0005887","integral component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"mgl-2","WBGene00003233","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"mgl-2","WBGene00003233","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane."
"mgl-2","WBGene00003233","GO:0007196","adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway","The series of molecular signals generated as a consequence of a G protein-coupled glutamate receptor binding to its physiological ligand, where the pathway proceeds with inhibition of adenylyl cyclase and a subsequent decrease in the concentration of cyclic AMP (cAMP)."
"mgl-2","WBGene00003233","GO:0007216","G protein-coupled glutamate receptor signaling pathway","A series of molecular signals initiated by glutamate binding to a glutamate receptor on the surface of the target cell, and proceeding with the activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. Ends with regulation of a downstream cellular process, e.g. transcription."
"mgl-2","WBGene00003233","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"mgl-2","WBGene00003233","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"mgl-2","WBGene00003233","GO:0051966","regulation of synaptic transmission, glutamatergic","Any process that modulates the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate."
"mgl-2","WBGene00003233","GO:0060078","regulation of postsynaptic membrane potential","Any process that modulates the potential difference across a post-synaptic membrane."
